"NAME","STREET","POST_CODE","CITY","LONGITUDE","LATITUDE","HUMIDITY_AVG","PRESSURE_AVG","TEMPERATURE_AVG","PM10_AVG","PM25_AVG","TIMESTAMP"
"SZKO?A PODSTAWOWA IM. MARIANA FALSKIEGO W KRASZEWICACH","UL. SZKOLNA","63-522","KRASZEWICE","18.22403","51.51563","95.12","1015.11","8.61","32.86","20.2","2025-04-28 02:00:00.0"
"SZKO?A PODSTAWOWA WE WRZ?SOWICACH","UL. SZKOLNA","32-040","WRZ?SOWICE","19.94282","49.96103","57.74545454545455","988.7","7.336363636363637","11.80909090909091","9.909090909090908","2025-04-28 02:00:00.0"
"PUBLICZNA SZKO?A PODSTAWOWA NR 2 IM. KAZIMIERZA MALCZEWSKIEGO W STRZELCACH OPOLSKICH","UL. WAWRZY?CA ?WIERZEGO","47-100","STRZELCE OPOLSKIE","18.314889","50.503431","74.0","1044.1000000000001","5.0","1.0","0.57","2025-04-28 02:00:00.0"
"ZESP?? SZK?? NR 1 W PSZCZYNIE","UL. KAZIMIERZA WIELKIEGO","43-200","PSZCZYNA","18.9457058","49.965883","99.2","1005.6","4.733333333333333","12.200000000000001","6.293333333333333","2025-04-28 02:00:00.0"
"ZESP?? SZK?? IM. POWSTA?C?W WIELKOPOLSKICH W JANKOWIE PRZYGODZKIM","SZKOLNA","63-421","JANK?W PRZYGODZKI","17.7889069","51.596172","72.89999999999999","1013.0333333333333","6.366666666666667","15.966666666666667","9.163333333333334","2025-04-28 02:00:00.0"
"SZKO?A PODSTAWOWA NR 7 IM. ?O?NIERZY WRZE?NIA W ?WIKLICACH","UL. M?CZENNIK?W O?WI?CIMSKICH","43-229","?WIKLICE","18.989839","49.971937","89.2","997.0","6.8","13.133333333333333","7.193333333333334","2025-04-28 02:00:00.0"
"SZKO?A PODSTAWOWA NR 12 W STUDZIONCE","UL. JORDANA","43-245","STUDZIONKA","18.774985","49.9603559","89.13333333333333","1003.9333333333334","7.2","18.599999999999998","10.103333333333333","2025-04-28 02:00:00.0"
"ZESP?? SZKOLNO-PRZEDSZKOLNY W PIASKU","SZKOLNA","43-211","PIASEK","18.94634","50.00955","63.43333333333334","1005.0","5.066666666666666","19.2","9.796666666666667","2025-04-28 02:00:00.0"
"ZESP?? SZKOLNO-PRZEDSZKOLNY W ??CE","FITELBERGA","43-241","??KA","18.906757","49.9582444","70.10000000000001","1002.9","4.666666666666667","13.5","7.176666666666667","2025-04-28 02:00:00.0"
"SZKO?A PODSTAWOWA NR 3 W LUBONIU","ARMII POZNA?","62-030","LUBO?","16.8968","52.3481","99.86666666666667","1013.0666666666666","5.366666666666667","15.4","8.82","2025-04-28 02:00:00.0"
